1.379386818,William Howard\howarwi01
1.309716619,Stanton Kidd\kiddst01
1.005373662,Josh Gray\grayjo01
0.986220074,Malik Newman\newmama01
0.971828059,Jacob Evans\evansja02
0.947750527,Isaiah Roby\robyis01
0.721355603,Paul Watson\watsopa01
0.582342247,Zach Norvell\norveza01
0.493044702,Joe Chealey\chealjo01
0.465739041,Jared Harper\harpeja01
0.45420551,Michael Frazier\frazimi01
0.434206575,James Harden\hardeja01
0.371805235,Giannis Antetokounmpo\antetgi01
0.337073449,Jonah Bolden\boldejo01
0.291271745,J.R. Smith\smithjr01
0.278487475,Allen Crabbe\crabbal01
0.249808559,Damian Lillard\lillada01
0.248969378,Terrance Ferguson\fergute01
0.244916821,LeBron James\jamesle01
0.243012156,Daryl Macon\maconda01
0.222603197,Sekou Doumbouya\doumbse01
0.215704991,Anthony Davis\davisan02
0.215137797,Treveon Graham\grahatr01
0.214040798,Dwayne Bacon\bacondw01
0.2058566,Michael Kidd-Gilchrist\kiddgmi01
0.205160776,De'Andre Hunter\huntede01
0.204044776,Nikola JokiÄ‡\jokicni01
0.202346001,Darius Garland\garlada01
0.181981538,Luka DonÄiÄ‡\doncilu01
0.179294891,RJ Barrett\barrerj01
0.174318739,Justise Winslow\winslju01
0.166737426,Kent Bazemore\bazemke01
0.162495516,Jordan Poole\poolejo01
0.160591761,Anthony Tolliver\tollian01
0.158431784,Rui Hachimura\hachiru01
0.157876513,Jacob Evans\evansja02
0.156436556,Gary Harris\harriga01
0.155881964,Jacob Evans\evansja02
0.148360286,Carmelo Anthony\anthoca01
0.147384936,Jimmy Butler\butleji01
0.146330544,Treveon Graham\grahatr01
0.144321775,Cam Reddish\reddica01
0.143465738,Ky Bowman\bowmaky01
0.143118416,Michael Kidd-Gilchrist\kiddgmi01
0.143067822,Jordan Bone\bonejo01
0.141335858,Ben Simmons\simmobe01
0.137699174,Patrick McCaw\mccawpa01
0.132117019,Allen Crabbe\crabbal01
0.125883288,Luguentz Dort\dortlu01
0.124666346,Brian Bowen\bowenbr02
0.110631263,DeMar DeRozan\derozde01
0.106098419,Domantas Sabonis\sabondo01
0.102920036,Tyrone Wallace\wallaty01
0.101002289,Lance Thomas\thomala01
0.099041287,Glenn Robinson III\robingl02
0.086462493,Bruce Brown\brownbr01
0.085179017,DeAndre' Bembry\bembrde01
0.081810755,Bam Adebayo\adebaba01
0.081562288,Kawhi Leonard\leonaka01
0.081241061,Deonte Burton\burtode02
0.079754121,Jarrett Culver\culveja01
0.079031432,Jordan McRae\mcraejo01
0.079014402,Hamidou Diallo\diallha01
0.078799223,Tristan Thompson\thomptr01
0.07858751,Kenrich Williams\willike04
0.077246157,Wendell Carter Jr.\cartewe01
0.076664364,Matthew Dellavedova\dellama01
0.073334275,Jerome Robinson\robinje01
0.071947399,Dennis Smith Jr.\smithde03
0.069962699,Chris Paul\paulch01
0.069313168,Avery Bradley\bradlav01
0.069295716,Romeo Langford\langfro01
0.066510246,P.J. Washington\washipj01
0.061554716,Josh Richardson\richajo01
0.058205798,Kevin Porter Jr.\porteke02
0.058003111,Taurean Prince\princta02
0.057537298,Miles Bridges\bridgmi02
0.055387708,Rodney McGruder\mcgruro01
0.054079331,Cedi Osman\osmande01
0.053529985,Frank Ntilikina\ntilila01
0.05261301,P.J. Tucker\tuckepj01
0.052345197,Rudy Gobert\goberru01
0.052265081,Landry Shamet\shamela01
0.051448107,Kevin Huerter\huertke01
0.049279027,Kent Bazemore\bazemke01
0.048914081,Eric Paschall\pascher01
0.046978026,Tony Snell\snellto01
0.045526167,Caleb Swanigan\swanica01
0.043248427,Anthony Tolliver\tollian01
0.04306278,Aaron Gordon\gordoaa01
0.041730108,Draymond Green\greendr01
0.041547483,Josh Okogie\okogijo01
0.039890995,Devin Booker\bookede01
0.036942872,Damion Lee\leeda03
0.035323946,Glenn Robinson III\robingl02
0.035163683,Dewayne Dedmon\dedmode01
0.035153713,Andre Drummond\drumman01
0.034566144,Kelly Oubre Jr.\oubreke01
0.030582973,Alfonzo McKinnie\mckinal01
0.02980437,Trevor Ariza\arizatr01
0.029588585,Jerome Robinson\robinje01
0.029517245,Harrison Barnes\barneha02
0.029078166,Andre Drummond\drumman01
0.027890341,Shai Gilgeous-Alexander\gilgesh01
0.02721276,Admiral Schofield\schofad01
0.025197072,Elfrid Payton\paytoel01
0.024316669,Kevin Knox\knoxke01
0.024307394,Jarrod Uthoff\uthofja01
0.022920217,Iman Shumpert\shumpim01
0.021467501,Russell Westbrook\westbru01
0.0208399,Wilson Chandler\chandwi01
0.020420908,Anfernee Simons\simonan01
0.016274082,Julius Randle\randlju01
0.015232027,Henry Ellenson\ellenhe01
0.014029476,Vince Carter\cartevi01
0.012243554,Jeff Teague\teaguje01
0.011869213,Maurice Harkless\harklma01
0.01164259,Montrezl Harrell\harremo01
0.011073959,Ja Morant\moranja01
0.010975746,Khem Birch\birchkh01
0.01094676,Jae Crowder\crowdja01
0.010887138,Kris Dunn\dunnkr01
0.009221526,Maurice Harkless\harklma01
0.007912255,Danuel House\houseda01
0.007183742,Wesley Iwundu\iwundwe01
0.007181695,Allen Crabbe\crabbal01
0.00646358,TomÃ¡Å¡ SatoranskÃ½\satorto01
0.005823818,Theo Pinson\pinsoth01
0.005219812,Dewayne Dedmon\dedmode01
0.004888735,Mario Hezonja\hezonma01
0.004670276,LaMarcus Aldridge\aldrila01
0.004400178,Cody Martin\martico01
0.004046648,Ricky Rubio\rubiori01
0.001473278,T.J. Warren\warretj01
0.001404287,Hassan Whiteside\whiteha01
0.000544111,Gabe Vincent\vincega01
0.000362581,Wesley Matthews\matthwe02
0.000262518,Will Barton\bartowi01
-0.001677751,Tobias Harris\harrito02
-0.002383528,Collin Sexton\sextoco01
-0.006142968,Isaac Bonga\bongais01
-0.006410727,Antonius Cleveland\clevean01
-0.007379941,Juan HernangÃ³mez\hernaju01
-0.007731282,Garrett Temple\templga01
-0.00773389,Jrue Holiday\holidjr01
-0.008002916,Evan Turner\turneev01
-0.010479553,Trae Young\youngtr01
-0.010951011,Ish Smith\smithis01
-0.011766615,Terry Rozier\roziete01
-0.012585652,Ryan Arcidiacono\arcidry01
-0.012601363,De'Aaron Fox\foxde01
-0.01269033,Nikola VuÄeviÄ‡\vucevni01
-0.014382215,Frank Jackson\jacksfr01
-0.014876321,Lonzo Ball\balllo01
-0.015156589,Austin Rivers\riverau01
-0.015256242,Lonnie Walker\walkelo01
-0.015340384,Kyle Lowry\lowryky01
-0.015725442,Aaron Holiday\holidaa01
-0.016217521,Deandre Ayton\aytonde01
-0.016235671,Reggie Bullock\bullore01
-0.016632079,Jayson Tatum\tatumja01
-0.01728272,Marcus Morris\morrima03
-0.017292099,Troy Brown Jr.\browntr01
-0.017756984,Pascal Siakam\siakapa01
-0.018090278,D.J. Augustin\augusdj01
